,MS_SubClass,Lot_Frontage,Lot_Area,Overall_Qual,Overall_Cond,Year_Built,Year_Remod/Add,BsmtFin_SF_1,Total_Bsmt_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bedroom_AbvGr,TotRms_AbvGrd,Fireplaces,Garage_Area,Enclosed_Porch
1134,20,60.0,8089,8,6,2007,2007,945.0,1419.0,1419,1.0,2,7,1,567.0,0
1135,90,35.0,9400,6,5,1975,1975,945.0,945.0,980,0.0,4,4,0,0.0,0
1136,160,24.0,2117,6,5,2000,2000,417.0,756.0,1573,0.0,3,4,0,440.0,0
1137,60,85.0,10625,6,5,2004,2004,0.0,1158.0,2443,0.0,4,9,1,744.0,0
1138,60,106.0,8413,8,5,1998,1998,901.0,1220.0,2362,1.0,3,8,2,1105.0,36
1139,75,75.0,13500,10,9,1893,2000,0.0,1237.0,2775,0.0,3,9,1,880.0,0
1140,20,0.0,15676,8,8,1980,1980,1733.0,2014.0,2014,1.0,2,6,2,864.0,0
1141,60,82.0,9950,7,5,1995,1995,565.0,1203.0,2520,0.0,4,9,1,721.0,0
1142,20,39.0,15410,6,6,1974,2002,126.0,1208.0,1494,1.0,3,7,2,461.0,186
1143,30,50.0,6000,5,7,1921,1950,616.0,616.0,616,0.0,2,4,0,205.0,129
1144,60,63.0,8402,6,5,1998,1998,0.0,789.0,1465,0.0,3,7,1,393.0,0
1145,20,85.0,10655,8,5,2003,2004,1124.0,3206.0,1629,1.0,3,7,1,880.0,0
1146,20,70.0,10150,5,5,1958,1958,456.0,912.0,912,0.0,2,5,0,275.0,0
1147,20,84.0,10084,7,5,2005,2006,24.0,1552.0,1552,0.0,3,7,0,782.0,0
1148,20,67.0,16285,7,5,2001,2002,0.0,1413.0,1430,0.0,3,6,0,605.0,0
1149,160,34.0,3230,6,5,1999,1999,419.0,729.0,1458,0.0,2,5,1,440.0,0
1150,20,0.0,21579,6,6,1968,1968,813.0,1488.0,1488,0.0,3,7,2,552.0,216
1151,60,64.0,8320,7,5,2004,2004,490.0,770.0,1582,0.0,3,6,0,520.0,0
1152,20,60.0,6960,4,6,1970,1970,375.0,864.0,864,0.0,3,5,0,660.0,0
1153,60,60.0,21930,5,5,2005,2005,0.0,732.0,1838,0.0,4,7,1,372.0,0
1154,20,60.0,6600,5,9,1982,2008,641.0,816.0,816,0.0,3,5,1,264.0,0
1155,50,50.0,8405,4,3,1945,1950,0.0,0.0,1529,0.0,4,9,0,240.0,185
1156,20,91.0,11778,9,5,2008,2008,2085.0,2271.0,2276,1.0,3,7,2,1348.0,70
1157,30,60.0,8967,5,2,1920,1950,0.0,961.0,1077,0.0,2,6,0,338.0,0
1158,60,86.0,10562,8,5,2007,2007,1288.0,1582.0,2161,1.0,3,8,1,789.0,0
1159,20,44.0,12864,7,5,2002,2002,1392.0,1409.0,1409,1.0,1,4,1,576.0,0
1160,20,66.0,13695,5,5,2004,2004,646.0,1114.0,1114,1.0,3,6,0,576.0,0
1161,20,79.0,10289,5,7,1965,1965,836.0,1073.0,1073,1.0,3,6,0,515.0,0
1162,20,105.0,15431,10,5,2008,2008,1767.0,3094.0,2402,1.0,2,10,2,672.0,0
1163,20,0.0,11120,6,6,1984,1984,660.0,1232.0,1232,0.0,3,6,0,516.0,0
1164,90,73.0,9069,6,8,1993,1993,261.0,1344.0,1440,2.0,2,8,0,920.0,0
1165,20,0.0,47280,6,5,1950,1950,0.0,1488.0,1488,0.0,3,6,1,738.0,180
1166,60,63.0,7875,7,5,2003,2003,0.0,783.0,1509,0.0,3,8,1,393.0,0
1167,20,60.0,6600,5,6,1982,2005,638.0,845.0,845,0.0,3,6,0,264.0,0
1168,60,66.0,13682,10,5,2006,2006,0.0,1410.0,2945,0.0,3,10,1,641.0,37
1169,80,101.0,9150,6,5,1962,1962,371.0,1099.0,1431,0.0,3,6,1,296.0,0
1170,20,65.0,7150,5,5,1967,1967,432.0,892.0,892,0.0,3,5,0,288.0,0
1171,20,0.0,12285,7,6,1960,1960,544.0,1329.0,1329,0.0,3,5,2,441.0,203
1172,20,102.0,17920,5,4,1955,1974,306.0,1763.0,1779,1.0,3,6,1,454.0,0
1173,120,53.0,3684,7,5,2007,2007,0.0,1373.0,1555,0.0,2,7,1,660.0,0
1174,50,62.0,7006,6,6,1925,1950,121.0,768.0,1236,1.0,3,6,1,384.0,0
1175,60,77.0,8390,7,5,1999,1999,0.0,831.0,1651,0.0,3,7,1,450.0,0
1176,30,50.0,5784,5,8,1938,1996,0.0,190.0,886,0.0,2,4,0,273.0,80
1177,20,70.0,9135,6,5,2003,2003,340.0,1682.0,1700,1.0,3,7,0,544.0,0
1178,50,78.0,10496,6,6,1949,1950,196.0,1040.0,1846,0.0,3,7,1,315.0,0
1179,50,0.0,13650,5,5,1958,1958,57.0,1052.0,1920,1.0,4,8,1,451.0,0
1180,20,67.0,8308,4,6,1963,1963,132.0,1088.0,1088,0.0,2,4,0,520.0,0
1181,20,0.0,9450,4,5,1957,1957,775.0,1040.0,1362,1.0,3,6,1,768.0,84
1182,20,78.0,9317,6,5,2006,2006,24.0,1314.0,1314,0.0,3,6,1,440.0,0
1183,20,0.0,7153,6,5,1991,1991,1200.0,1278.0,1294,1.0,3,6,0,496.0,0
1184,20,68.0,8814,7,5,2005,2007,925.0,1274.0,1274,1.0,3,6,0,508.0,0
1185,20,83.0,9849,7,6,2007,2007,0.0,1689.0,1689,0.0,3,7,0,954.0,0
1186,20,79.0,14463,9,5,2008,2008,1115.0,1641.0,1641,1.0,3,7,0,885.0,0
1187,50,50.0,5190,7,5,1948,1950,0.0,570.0,1079,0.0,2,5,1,249.0,0
1188,20,65.0,9750,5,6,1959,1959,200.0,984.0,984,1.0,2,5,0,308.0,0
1189,30,50.0,6000,4,4,1920,1950,250.0,960.0,960,0.0,2,5,0,308.0,168
1190,20,66.0,8712,5,5,1952,1952,0.0,540.0,1044,0.0,2,4,0,504.0,0
1191,50,69.0,11851,5,7,1948,2009,780.0,1027.0,1633,0.0,3,7,1,240.0,126
1192,20,54.0,13811,6,6,1987,1987,980.0,1112.0,1137,1.0,2,5,1,551.0,0
1193,20,83.0,10143,6,7,1963,1963,384.0,1380.0,1380,0.0,3,6,0,364.0,0
1194,20,93.0,18265,6,5,1986,1986,920.0,1256.0,1256,0.0,3,6,1,578.0,0
1195,120,44.0,4224,5,5,1976,1976,874.0,1142.0,1142,1.0,3,6,1,528.0,0
1196,20,84.0,12615,6,7,1950,2001,477.0,1202.0,2158,1.0,4,7,1,576.0,39
1197,20,85.0,14536,8,5,2002,2003,1300.0,1616.0,1629,1.0,3,9,1,808.0,0
1198,20,71.0,9187,6,5,1983,1983,336.0,1084.0,1080,0.0,3,5,0,484.0,158
1199,60,90.0,9900,7,5,1993,1993,987.0,1347.0,2646,1.0,4,9,1,656.0,144
1200,60,64.0,8333,7,5,2006,2006,0.0,738.0,1491,0.0,3,7,1,484.0,0
1201,80,0.0,10147,6,5,1994,1994,186.0,392.0,1694,0.0,3,7,1,398.0,0
1202,50,44.0,5914,5,9,1890,1996,0.0,684.0,1080,0.0,3,5,0,0.0,30
1203,60,79.0,11646,6,5,2005,2006,0.0,704.0,1422,0.0,3,7,1,440.0,0
1204,20,60.0,7200,7,5,2006,2006,0.0,1293.0,1301,1.0,2,5,1,572.0,0
1205,60,46.0,20544,7,6,1986,1991,0.0,791.0,2093,0.0,3,7,1,542.0,0
1206,20,0.0,9981,5,5,1967,1967,221.0,1073.0,1073,0.0,3,6,0,270.0,0
1207,20,70.0,8251,7,5,2005,2006,778.0,1494.0,1506,1.0,3,7,1,672.0,0
1208,20,78.0,10140,7,6,1967,1967,553.0,1334.0,1334,1.0,3,7,0,477.0,35
1209,120,0.0,8239,7,5,1986,1986,0.0,0.0,1295,0.0,2,5,0,312.0,0
1210,70,0.0,5700,7,6,1929,1990,336.0,672.0,1344,1.0,3,6,1,456.0,70
1211,20,60.0,7200,5,7,1952,1952,630.0,732.0,732,1.0,2,4,0,240.0,0
1212,20,71.0,9178,8,5,2008,2008,0.0,1468.0,1468,0.0,3,6,1,904.0,0
1213,120,53.0,4043,6,5,1975,1975,727.0,1069.0,1069,0.0,2,4,1,440.0,0
1214,120,0.0,4224,5,6,1975,1975,769.0,1040.0,1040,0.0,3,6,0,499.0,0
1215,190,75.0,11235,5,5,1963,1963,925.0,925.0,999,1.0,3,6,0,308.0,0
1216,20,65.0,8450,7,5,2000,2001,0.0,1349.0,1349,0.0,3,6,0,539.0,0
1217,20,99.0,11851,7,5,1990,1990,0.0,1424.0,1442,0.0,3,5,0,500.0,0
1218,30,47.0,4608,4,6,1945,1950,0.0,747.0,747,0.0,2,4,0,220.0,0
1219,20,78.0,9262,8,5,2008,2009,0.0,1573.0,1578,0.0,3,7,1,840.0,0
1220,20,70.0,12702,5,5,1956,1956,0.0,0.0,882,0.0,2,4,0,308.0,0
1221,120,0.0,2938,7,5,2002,2002,1038.0,1368.0,1511,1.0,2,5,1,398.0,0
1222,20,160.0,18160,6,6,1964,1964,550.0,1302.0,1128,1.0,3,6,1,480.0,246
1223,20,76.0,11355,7,7,1958,2001,637.0,1312.0,1312,0.0,3,6,1,495.0,144
1224,160,21.0,1680,5,5,1972,1972,350.0,630.0,1302,0.0,3,6,0,264.0,0
1225,20,110.0,14300,9,5,2003,2004,1373.0,2846.0,2696,1.0,3,10,2,958.0,0
1226,60,65.0,10616,7,5,2007,2007,0.0,628.0,1356,0.0,3,6,1,484.0,0
1227,60,96.0,11308,9,5,2008,2008,936.0,1104.0,2184,1.0,3,10,1,836.0,0
1228,60,80.0,10480,7,6,1976,1976,403.0,803.0,1964,0.0,4,8,1,483.0,0
1229,120,35.0,5118,8,5,1990,1990,926.0,1312.0,1321,1.0,1,4,1,484.0,140
1230,120,44.0,3811,8,5,2004,2005,1373.0,1594.0,1646,1.0,2,5,1,525.0,0
1231,20,0.0,10825,7,7,1983,1983,747.0,1260.0,1260,1.0,3,6,0,598.0,0
1232,50,50.0,5500,5,7,1929,2001,234.0,926.0,1316,1.0,3,6,0,484.0,0
1233,70,60.0,9600,5,7,1910,2002,0.0,264.0,1432,0.0,2,7,0,360.0,112
1234,60,75.0,9317,7,5,1994,2001,497.0,779.0,1958,1.0,3,7,1,499.0,0
1235,20,0.0,11838,8,5,2001,2001,0.0,1753.0,1788,0.0,3,7,1,522.0,0
1236,60,75.0,8004,8,5,2009,2009,544.0,832.0,1935,1.0,3,8,0,552.0,0
1237,50,60.0,6876,6,6,1938,1958,0.0,1272.0,1969,0.0,4,9,1,400.0,0
1238,60,0.0,8396,7,5,2003,2003,0.0,847.0,1986,0.0,4,9,1,434.0,0
1239,20,73.0,9803,7,5,2009,2010,0.0,1214.0,1214,0.0,2,6,0,520.0,0
1240,120,48.0,6240,8,5,2006,2007,846.0,1342.0,1342,1.0,2,6,1,550.0,0
1241,20,0.0,15498,8,6,1976,1976,1165.0,1565.0,2898,1.0,2,10,1,665.0,174
1242,60,0.0,12891,8,5,2002,2002,651.0,870.0,2004,1.0,4,8,1,644.0,0
1243,30,60.0,6180,6,5,1926,1950,0.0,960.0,986,0.0,2,5,1,180.0,0
1244,45,57.0,7449,7,7,1930,1950,0.0,637.0,1108,0.0,3,6,1,280.0,205
1245,50,60.0,10410,3,4,1915,1950,0.0,672.0,1214,0.0,3,6,0,936.0,160
1246,20,95.0,15865,8,6,1970,1970,351.0,2217.0,2217,1.0,4,8,1,621.0,0
1247,80,0.0,19690,6,7,1966,1966,0.0,697.0,2201,0.0,4,8,1,432.0,0
1248,120,43.0,3182,7,5,2005,2006,16.0,1220.0,1220,0.0,2,5,1,397.0,0
1249,70,60.0,9600,7,9,1928,2005,141.0,689.0,1378,0.0,3,7,1,360.0,116
1250,20,60.0,11100,4,7,1946,2006,0.0,0.0,930,0.0,2,6,0,308.0,0
1251,190,70.0,13587,5,5,1958,1958,532.0,988.0,988,1.0,2,5,0,264.0,0
1252,20,85.0,11447,8,5,2005,2006,1571.0,1964.0,1964,1.0,3,7,1,892.0,0
1253,20,64.0,7242,7,5,2005,2006,0.0,1270.0,1270,0.0,2,6,0,524.0,0
1254,90,64.0,7018,5,5,1979,1979,0.0,0.0,2240,0.0,6,12,0,528.0,0
1255,120,50.0,9466,8,5,1994,1995,457.0,1494.0,1494,1.0,1,5,1,478.0,0
1256,20,70.0,8400,5,5,1957,1957,623.0,1179.0,1364,0.0,3,6,1,331.0,0
1257,60,0.0,11050,9,5,2000,2000,904.0,1440.0,2153,1.0,3,8,2,736.0,0
1258,50,60.0,11040,4,6,1920,1950,637.0,637.0,1336,0.0,3,7,0,570.0,120
1259,60,60.0,6931,7,5,2003,2004,0.0,746.0,1656,0.0,3,7,1,397.0,0
1260,60,65.0,12438,6,5,1995,1995,0.0,781.0,1499,0.0,3,6,1,473.0,0
1261,60,174.0,15138,8,5,1995,1996,689.0,1462.0,2794,1.0,4,9,1,810.0,202
1262,60,0.0,12046,6,6,1976,1976,156.0,848.0,2030,0.0,4,8,1,551.0,0
1263,80,100.0,9600,6,5,1961,1961,600.0,1218.0,1254,1.0,3,6,1,525.0,0
1264,60,90.0,11367,8,5,2002,2002,932.0,1065.0,1989,1.0,3,7,1,586.0,0
1265,20,56.0,26073,5,5,1956,1956,1116.0,1898.0,1898,0.0,3,7,2,484.0,224
1266,20,65.0,7150,5,6,1966,1966,725.0,988.0,988,1.0,3,5,0,360.0,0
1267,20,100.0,15602,7,8,1959,1997,1247.0,1501.0,1801,1.0,1,6,2,484.0,0
1268,90,76.0,10260,5,4,1976,1976,0.0,0.0,1872,0.0,4,8,0,484.0,0
1269,60,0.0,12728,8,5,2001,2001,1198.0,1531.0,2439,1.0,4,7,1,560.0,0
1270,60,96.0,11690,8,5,1999,2000,0.0,850.0,1764,0.0,3,7,1,560.0,0
1271,20,71.0,9230,5,8,1965,1998,661.0,864.0,1200,1.0,1,6,0,884.0,0
1272,160,21.0,1890,6,7,1972,1972,282.0,494.0,1030,0.0,3,6,0,264.0,0
1273,60,0.0,9375,7,5,1997,1998,739.0,1057.0,2034,1.0,3,8,0,645.0,0
1274,120,48.0,3480,7,5,2003,2003,0.0,1405.0,1405,0.0,2,6,1,478.0,0
1275,20,0.0,17140,4,6,1956,1956,1059.0,1134.0,1229,0.0,3,6,0,284.0,0
1276,60,70.0,8749,7,5,2003,2003,654.0,979.0,1932,1.0,3,7,1,610.0,0
1277,20,91.0,11375,6,5,1954,1995,736.0,967.0,1299,0.0,3,6,1,494.0,280
1278,120,53.0,3922,7,5,2006,2007,0.0,1258.0,1402,0.0,2,7,1,648.0,0
1279,120,43.0,3182,7,5,2005,2006,16.0,1346.0,1504,0.0,1,7,1,457.0,0
1280,20,75.0,9750,6,6,1958,1958,608.0,1442.0,1442,0.0,4,7,0,301.0,275
1281,60,72.0,13426,7,5,1999,2000,894.0,951.0,1779,1.0,3,7,1,586.0,0
1282,60,85.0,10574,8,5,2005,2006,0.0,1082.0,1953,0.0,3,9,1,1043.0,0
1283,60,70.0,8726,7,5,2002,2002,0.0,872.0,1909,0.0,4,8,0,529.0,0
1284,60,62.0,7984,7,5,2004,2005,0.0,868.0,1630,0.0,3,7,1,436.0,0
1285,50,45.0,8248,5,7,1918,1950,0.0,686.0,1250,0.0,3,7,0,280.0,96
1286,20,0.0,9790,6,5,1963,1963,569.0,1328.0,1328,1.0,3,6,2,528.0,0
1287,20,60.0,7200,5,7,1950,1950,534.0,876.0,988,0.0,3,6,0,276.0,0
1288,50,60.0,7200,6,5,1954,1954,673.0,854.0,1278,0.0,4,6,0,240.0,0
1289,60,65.0,8125,6,5,2005,2005,0.0,858.0,1716,0.0,3,7,0,615.0,0
1290,30,60.0,8088,2,3,1922,1955,0.0,498.0,498,0.0,1,3,0,216.0,100
1291,60,0.0,12511,7,7,1978,1978,988.0,1420.0,2840,0.0,4,8,2,1314.0,0
1292,160,21.0,1869,6,6,1970,1970,321.0,483.0,987,0.0,2,5,0,280.0,0
1293,30,94.0,9259,4,4,1927,1950,0.0,660.0,756,0.0,2,4,0,440.0,0
1294,20,129.0,16770,8,5,2002,2003,1196.0,1712.0,1712,1.0,3,8,1,701.0,0
1295,120,53.0,4043,6,5,1977,1977,360.0,1069.0,1069,0.0,2,4,1,440.0,0
1296,20,75.0,9000,7,5,2006,2007,0.0,1335.0,1335,0.0,3,6,0,575.0,0
1297,120,62.0,12677,8,5,2003,2004,1218.0,1518.0,1518,0.0,1,6,1,588.0,0
1298,60,107.0,12852,8,5,2007,2007,770.0,920.0,1780,1.0,3,6,1,612.0,0
1299,50,60.0,10320,4,1,1910,1950,0.0,771.0,1484,0.0,3,6,0,264.0,0
1300,50,60.0,10800,5,6,1915,1950,686.0,686.0,1652,1.0,4,7,0,416.0,196
1301,60,0.0,19522,7,5,1990,1990,727.0,1223.0,2503,1.0,3,7,1,564.0,0
1302,80,75.0,13860,8,7,1972,1995,1410.0,1952.0,2704,1.0,4,9,3,538.0,0
1303,20,73.0,11927,8,5,1994,1995,408.0,1556.0,1592,0.0,3,7,1,484.0,0
1304,80,0.0,11950,7,5,2003,2003,0.0,384.0,1394,0.0,3,7,1,400.0,0
1305,70,57.0,9906,4,4,1925,1950,0.0,686.0,1328,0.0,3,8,0,210.0,60
1306,120,41.0,4923,8,5,2001,2002,1153.0,1593.0,1593,1.0,0,5,1,682.0,0
1307,30,60.0,7879,4,5,1920,1950,495.0,720.0,720,0.0,2,4,0,0.0,115
1308,20,66.0,7800,5,5,1964,1964,312.0,912.0,912,0.0,2,5,0,288.0,0
1309,120,0.0,3196,8,5,2003,2003,0.0,1273.0,1456,0.0,2,7,1,400.0,0
1310,70,68.0,9928,7,8,1915,1994,0.0,672.0,1944,0.0,3,8,0,216.0,0
1311,120,0.0,6820,8,5,1985,1985,368.0,1488.0,1502,1.0,1,4,0,528.0,0
1312,60,50.0,13128,8,5,2005,2005,0.0,1074.0,2064,0.0,4,7,1,527.0,0
1313,50,52.0,6240,5,6,1928,1950,0.0,1042.0,1576,0.0,3,8,1,225.0,0
1314,60,0.0,8000,6,5,1995,1996,219.0,773.0,1658,1.0,3,8,1,431.0,0
1315,30,60.0,10410,3,8,1930,2001,0.0,713.0,713,0.0,2,5,0,371.0,161
1316,70,60.0,10800,7,8,1890,1998,0.0,718.0,2554,0.0,3,8,0,704.0,143
1317,80,67.0,13300,7,5,2004,2004,326.0,384.0,1374,1.0,3,7,1,400.0,0
1318,60,69.0,9588,8,5,2007,2007,0.0,1482.0,2574,0.0,3,10,1,868.0,0
1319,160,24.0,2308,6,6,1976,1976,556.0,804.0,1548,1.0,3,7,1,440.0,0
1320,20,83.0,13383,5,5,1969,2000,594.0,1188.0,1404,0.0,3,7,1,504.0,0
1321,60,85.0,9350,5,6,1964,1964,360.0,720.0,1440,0.0,4,7,1,480.0,240
1322,20,76.0,9892,8,5,1994,1995,1341.0,1679.0,1803,1.0,3,6,2,482.0,222
1323,90,67.0,8777,5,7,1900,2003,1084.0,1272.0,2200,2.0,4,9,0,0.0,0
1324,80,85.0,10541,7,5,1996,1996,0.0,672.0,2037,0.0,3,8,1,472.0,0
1325,20,99.0,5940,4,7,1946,1950,0.0,0.0,896,0.0,2,4,0,280.0,0
1326,50,60.0,10284,4,7,1925,1993,1030.0,1151.0,1281,1.0,1,6,0,580.0,0
1327,60,84.0,9660,8,5,1998,1998,791.0,1044.0,1976,1.0,3,7,1,885.0,0
1328,60,88.0,10179,6,5,1997,1997,847.0,945.0,1608,0.0,3,7,1,470.0,0
1329,20,75.0,9533,5,5,1953,1953,0.0,0.0,1210,0.0,2,7,0,616.0,100
1330,50,53.0,5830,5,6,1950,1997,788.0,988.0,1612,0.0,3,7,0,363.0,0
1331,50,0.0,12099,5,6,1953,2004,198.0,1216.0,1728,1.0,3,7,1,371.0,0
1332,60,88.0,12665,8,5,2005,2006,0.0,1094.0,2482,0.0,4,9,1,642.0,0
1333,20,313.0,27650,7,7,1960,2007,425.0,585.0,2069,1.0,4,9,1,505.0,0
1334,20,0.0,17600,6,5,1960,1960,1270.0,1478.0,1478,1.0,3,6,2,498.0,0
1335,60,62.0,7162,7,5,2003,2004,0.0,796.0,1724,0.0,3,8,1,616.0,0
1336,20,0.0,8685,7,5,1998,1998,846.0,1425.0,1425,1.0,3,5,0,591.0,0
1337,50,52.0,6240,5,8,1939,1952,48.0,672.0,1322,1.0,4,7,0,280.0,0
1338,70,58.0,6451,7,7,1900,1970,208.0,712.0,1428,1.0,4,7,0,576.0,84
1339,20,73.0,8760,6,6,1959,1959,0.0,1194.0,1194,1.0,3,6,0,312.0,120
1340,60,0.0,12568,8,5,2007,2007,669.0,895.0,1818,1.0,3,8,1,774.0,0
1341,60,99.0,13069,8,5,2004,2004,0.0,1706.0,2956,0.0,5,11,1,916.0,0
1342,80,140.0,11080,6,6,1975,1975,576.0,1128.0,1210,1.0,3,6,0,528.0,0
1343,50,70.0,10759,5,4,1972,1972,190.0,1001.0,1641,0.0,4,5,1,490.0,92
1344,20,69.0,8973,5,7,1958,1991,567.0,1008.0,1053,0.0,3,6,0,750.0,0
1345,60,97.0,10990,7,5,1996,1997,851.0,1064.0,2125,1.0,4,12,2,576.0,0
1346,180,35.0,3675,6,5,2005,2005,467.0,547.0,1072,1.0,2,5,0,525.0,0
1347,90,65.0,8385,6,5,1978,1978,0.0,1664.0,1664,0.0,4,10,0,616.0,0
1348,120,26.0,5858,7,5,1999,1999,1051.0,1405.0,1337,1.0,2,5,1,511.0,0
1349,120,40.0,3880,8,6,1978,1978,1052.0,1226.0,1226,1.0,1,4,1,484.0,0
1350,160,21.0,1504,4,4,1972,1972,252.0,546.0,1092,0.0,3,5,0,253.0,0
1351,70,74.0,11988,6,7,1934,1995,326.0,715.0,1660,0.0,3,6,1,240.0,0
1352,20,80.0,10928,6,6,1978,1986,363.0,1427.0,1671,0.0,3,7,1,484.0,0
1353,80,74.0,10778,7,6,1990,1991,460.0,1054.0,1061,1.0,1,4,0,462.0,0
1354,30,60.0,10200,5,8,1940,1997,0.0,672.0,672,0.0,2,4,0,240.0,0
1355,20,0.0,9373,5,7,1975,1975,1333.0,1621.0,1621,1.0,3,7,2,478.0,0
1356,20,93.0,12085,8,5,2007,2007,1004.0,1734.0,1734,1.0,3,7,1,928.0,0
1357,75,90.0,8100,5,5,1898,1965,0.0,849.0,2138,0.0,2,11,0,360.0,0
1358,70,114.0,19950,6,7,1928,1950,0.0,672.0,2009,0.0,4,8,2,795.0,0
1359,20,77.0,9320,4,5,1959,1959,569.0,950.0,1225,1.0,3,6,0,0.0,0
1360,20,80.0,10197,6,5,1961,1961,288.0,1362.0,1362,1.0,3,6,1,504.0,0
1361,50,60.0,8160,5,6,1940,1950,312.0,756.0,1134,1.0,3,7,0,240.0,0
1362,50,63.0,11426,7,5,2003,2003,0.0,1362.0,2082,0.0,3,6,0,484.0,0
1363,50,78.0,11344,5,5,1958,1958,460.0,874.0,1524,0.0,3,7,0,315.0,0
1364,90,80.0,8000,5,4,1961,1961,0.0,1800.0,1800,0.0,6,10,0,0.0,0
1365,60,74.0,11002,8,5,1998,1999,1048.0,1389.0,2582,1.0,4,9,1,758.0,0
1366,20,48.0,12137,7,5,1998,1998,0.0,1649.0,1661,0.0,3,6,0,598.0,0
1367,70,144.0,21384,5,6,1923,2004,1309.0,1324.0,1576,2.0,3,6,1,528.0,0
1368,20,0.0,8926,4,3,1956,1956,0.0,672.0,960,0.0,3,5,0,288.0,0
1369,60,72.0,8702,6,5,1997,1998,706.0,926.0,1604,0.0,3,7,1,470.0,0
1370,30,0.0,10020,1,1,1922,1950,350.0,683.0,904,1.0,1,4,0,0.0,0
1371,50,67.0,12354,6,8,1920,2000,0.0,684.0,1196,0.0,3,7,0,528.0,0
1372,30,56.0,4130,3,6,1935,2003,0.0,270.0,729,0.0,2,5,0,0.0,0
1373,120,41.0,6289,6,5,2005,2006,762.0,1362.0,1362,1.0,2,6,1,460.0,0
1374,70,55.0,8525,5,6,1911,1950,0.0,940.0,1964,0.0,4,7,0,0.0,0
1375,90,72.0,10791,4,5,1967,1967,0.0,0.0,1296,0.0,2,6,0,516.0,0
1376,60,62.0,10429,5,5,1992,1992,330.0,624.0,1287,0.0,3,6,0,440.0,0
1377,50,92.0,7438,5,8,1908,1991,0.0,504.0,1252,0.0,3,5,0,576.0,0
1378,20,84.0,11670,9,5,2006,2006,0.0,1905.0,1905,0.0,3,8,1,788.0,0
1379,30,60.0,10800,5,6,1920,1950,821.0,1120.0,1130,1.0,2,5,1,720.0,0
1380,60,70.0,11920,7,5,2004,2004,0.0,831.0,1659,0.0,3,8,0,484.0,0
1381,20,68.0,9450,4,5,1954,1954,552.0,894.0,894,0.0,3,5,0,400.0,0
1382,190,63.0,7627,4,6,1920,1950,0.0,600.0,1701,0.0,4,8,0,0.0,148
1383,30,51.0,5900,4,7,1923,1958,0.0,440.0,869,0.0,2,4,0,0.0,0
1384,85,72.0,9129,5,5,1977,1977,923.0,923.0,1008,1.0,1,4,1,678.0,0
1385,20,0.0,13680,3,5,1955,1955,0.0,0.0,1733,0.0,4,8,1,452.0,0
1386,20,80.0,9600,5,5,1967,1967,0.0,1568.0,1568,0.0,3,7,0,440.0,0
1387,50,56.0,14720,8,5,1995,1996,816.0,2033.0,3238,1.0,4,9,1,666.0,0
1388,60,70.0,8750,6,5,1998,1998,606.0,928.0,1772,1.0,3,7,1,492.0,0
1389,20,62.0,7130,5,6,1967,1967,648.0,864.0,864,0.0,2,5,0,312.0,0
1390,60,50.0,9350,6,7,1946,1950,342.0,747.0,1639,0.0,3,6,1,240.0,0
1391,60,0.0,8963,8,9,1976,1996,575.0,1142.0,2715,0.0,4,11,2,831.0,0
1392,50,60.0,9780,5,3,1934,1950,0.0,585.0,1112,1.0,4,6,0,226.0,0
1393,20,69.0,5805,5,7,1957,1957,274.0,1347.0,1347,1.0,3,6,0,551.0,0
1394,20,76.0,8243,5,7,1961,1961,700.0,964.0,964,0.0,3,5,1,784.0,0
1395,60,0.0,12227,6,7,1977,1995,896.0,1330.0,2872,1.0,4,11,1,619.0,0
1396,20,0.0,9248,6,6,1992,1992,560.0,1158.0,1167,1.0,3,6,0,400.0,0
1397,20,82.0,20270,7,6,1979,1979,599.0,1524.0,1524,1.0,3,7,2,478.0,0
1398,90,60.0,7200,5,5,1980,1980,936.0,936.0,936,1.0,2,4,0,672.0,0
1399,60,77.0,9965,7,5,2007,2007,984.0,1264.0,2696,1.0,4,10,1,792.0,0
1400,20,60.0,16012,4,4,1954,1968,691.0,954.0,1482,0.0,3,6,1,609.0,0
1401,85,70.0,8445,5,7,1972,2007,656.0,768.0,768,1.0,2,5,0,396.0,0
1402,20,74.0,9612,8,5,2008,2009,0.0,1468.0,1468,0.0,3,6,1,898.0,0
1403,20,78.0,10180,5,6,1968,1968,744.0,912.0,1044,0.0,3,5,1,372.0,0
1404,20,63.0,7584,5,5,1953,1953,531.0,1036.0,1036,0.0,3,5,0,312.0,0
1405,70,80.0,4800,5,5,1910,2003,0.0,680.0,1360,0.0,2,6,0,330.0,0
1406,20,80.0,11900,6,5,1957,1957,1040.0,1392.0,1392,1.0,3,6,2,458.0,0
1407,60,66.0,7399,7,5,1997,1998,649.0,975.0,1950,0.0,3,7,1,576.0,0
1408,90,97.0,8940,7,5,1997,1998,1309.0,1344.0,1344,2.0,2,8,0,784.0,0
1409,20,70.0,12243,5,6,1971,1971,998.0,1484.0,1484,0.0,3,7,1,487.0,0
1410,20,90.0,12878,7,5,2003,2004,1262.0,1760.0,1760,1.0,3,8,1,583.0,0
1411,60,41.0,12460,7,5,1999,2000,870.0,1037.0,2322,0.0,4,8,1,400.0,0
1412,120,0.0,6563,8,5,1985,1985,1148.0,1742.0,1742,1.0,2,5,1,564.0,234
